MSA,msa.or.nonMSA,theme1,theme2,theme3,theme4,theme5,theme6,theme7,Total_population,n_counties,FIPS,ccvi
"Lynchburg, VA",msa,0.3906976744,0.2790697674,0.111627907,0.5930232558,0.7255813953,0.688372093,0.3860465116,260668,5,31340,0.3837209302
"Macon-Bibb County, GA",msa,0.9697674419,0.5209302326,0.7837209302,0.7209302326,0.8581395349,0.7930232558,0.4790697674,229676,5,31420,0.9534883721
"Madera, CA",msa,0.923255814,0.9720930233,0.876744186,0.09069767442,0.9093023256,0.2186046512,0.1813953488,155013,1,31460,0.7139534884
"Madison, WI",msa,0.02325581395,0.376744186,0.0511627907,0.1302325581,0.1953488372,0.6720930233,0.6209302326,647281,4,31540,0.1162790698
MAINE (excluding all MSAs),nonMSA,0.3813953488,0.01627906977,0.5465116279,0.8046511628,0.04651162791,0.1837209302,0.07906976744,544298,11,NA,0.111627907
"Manchester-Nashua, NH",msa,0.1046511628,0.4534883721,0.06279069767,0.3837209302,0.02325581395,0.3953488372,0.8418604651,411087,1,31700,0.1488372093
"Manhattan, KS",msa,0.111627907,0.4697674419,0.4976744186,0.123255814,0.5534883721,0.06279069767,0.211627907,133736,3,31740,0.1046511628
"Mankato, MN",msa,0.0488372093,0.1860465116,0.2511627907,0.02790697674,0.6651162791,0.2953488372,0.2209302326,100105,2,31860,0.0488372093
"Mansfield, OH",msa,0.4627906977,0.1139534884,0.7023255814,0.8674418605,0.2744186047,0.9930232558,0.6255813953,121324,1,31900,0.6488372093
MARYLAND (excluding all MSAs),nonMSA,0.3186046512,0.3488372093,0.3162790698,0.8604651163,0.05348837209,0.4674418605,0.1953488372,151316,5,NA,0.2069767442
MASSACHUSETTS (excluding all MSAs),nonMSA,0.006976744186,0.2558139535,0.002325581395,0.6325581395,0.1604651163,0.006976744186,0.5255813953,28414,2,NA,0.03720930233
"McAllen-Edinburg-Mission, TX",msa,1,0.9976744186,0.976744186,0.3558139535,0.8558139535,0.01627906977,0.8906976744,849389,1,32580,0.9465116279
"Medford, OR",msa,0.6069767442,0.511627907,0.6604651163,0.4209302326,0.111627907,0.1697674419,0.1976744186,214267,1,32780,0.2558139535
"Memphis, TN-MS-AR",msa,0.8837209302,0.7674418605,0.7441860465,0.8348837209,0.611627907,0.6069767442,0.7930232558,1337738,8,32820,0.9651162791
"Merced, CA",msa,0.9674418605,0.9837209302,0.911627907,0.01860465116,0.9953488372,0.3511627907,0.3813953488,269075,1,32900,0.8465116279
"Miami-Fort Lauderdale-Pompano Beach, FL",msa,0.9325581395,0.9534883721,0.3465116279,0.6558139535,0.8930232558,0.1558139535,0.9697674419,6070944,3,33100,0.9162790698
MICHIGAN (excluding all MSAs),nonMSA,0.3023255814,0.07209302326,0.3813953488,0.8139534884,0.4627906977,0.3604651163,0.1372093023,1800399,57,NA,0.2023255814
"Michigan City-La Porte, IN",msa,0.6906976744,0.2534883721,0.8,0.7906976744,0.4,0.7488372093,0.5023255814,110552,1,33140,0.7209302326
"Midland, MI",msa,0.1325581395,0.02325581395,0.0976744186,0.623255814,0.1511627907,0.3744186047,0.4441860465,83389,1,33220,0.07209302326
"Midland, TX",msa,0.7209302326,0.9162790698,0.4906976744,0.3953488372,0.5790697674,0.5720930233,0.4186046512,169808,2,33260,0.6837209302
"Milwaukee-Waukesha, WI",msa,0.3790697674,0.5604651163,0.4651162791,0.2627906977,0.2023255814,0.9348837209,0.9720930233,1575907,4,33340,0.5511627907
"Minneapolis-St. Paul-Bloomington, MN-WI",msa,0.05348837209,0.5581395349,0.1511627907,0.07906976744,0.6395348837,0.176744186,0.9186046512,3542616,15,33460,0.2162790698
MINNESOTA (excluding all MSAs),nonMSA,0.07441860465,0.1325581395,0.3372093023,0.3581395349,0.476744186,0.311627907,0.06279069767,1242280,60,NA,0.0511627907
MISSISSIPPI (excluding all MSAs),nonMSA,0.9023255814,0.3744186047,0.8697674419,0.9069767442,0.5209302326,0.588372093,0.1255813953,1562298,63,NA,0.7627906977
"Missoula, MT",msa,0.1651162791,0.06976744186,0.1139534884,0.07674418605,0.04418604651,0.2627906977,0.0976744186,115983,1,33540,0
MISSOURI (excluding all MSAs),nonMSA,0.6674418605,0.05813953488,0.6906976744,0.7930232558,0.7279069767,0.7395348837,0.08372093023,1539256,80,NA,0.5395348837
"Mobile, AL",msa,0.811627907,0.5186046512,0.8255813953,0.876744186,0.8860465116,0.7418604651,0.6534883721,431302,2,33660,0.9744186047
"Modesto, CA",msa,0.8348837209,0.9488372093,0.676744186,0.0511627907,0.9209302326,0.7441860465,0.7534883721,539301,1,33700,0.9186046512
"Monroe, LA",msa,0.823255814,0.2813953488,0.9720930233,0.8930232558,0.3744186047,0.788372093,0.3093023256,204542,3,33740,0.7976744186
"Monroe, MI",msa,0.08139534884,0.03720930233,0.0488372093,0.588372093,0.7372093023,0.4069767442,0.6674418605,149699,1,33780,0.2093023256
MONTANA (excluding all MSAs),nonMSA,0.2813953488,0.0488372093,0.2069767442,0.511627907,0.07209302326,0.1348837209,0.02325581395,666231,51,NA,0.009302325581
"Montgomery, AL",msa,0.8,0.6558139535,0.8441860465,0.8720930233,0.9372093023,0.6906976744,0.4511627907,373589,4,33860,0.9674418605
"Morgantown, WV",msa,0.5441860465,0.1069767442,0.576744186,0.5627906977,0.02790697674,0.03953488372,0.411627907,139089,2,34060,0.1511627907
"Morristown, TN",msa,0.7813953488,0.276744186,0.5441860465,0.9395348837,0.5651162791,0.9023255814,0.5627906977,140000,3,34100,0.8325581395
"Mount Vernon-Anacortes, WA",msa,0.476744186,0.7720930233,0.3441860465,0.3162790698,0.3697674419,0.5139534884,0.176744186,123907,1,34580,0.3255813953
"Muncie, IN",msa,0.6581395349,0.09534883721,0.623255814,0.5023255814,0.4930232558,0.6790697674,0.7,115616,1,34620,0.5372093023
"Muskegon, MI",msa,0.3069767442,0.1488372093,0.7744186047,0.7604651163,0.4697674419,0.7209302326,0.7418604651,173043,1,34740,0.5930232558
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",msa,0.7465116279,0.4581395349,0.176744186,0.8372093023,0.3209302326,0.0488372093,0.5953488372,447775,2,34820,0.3860465116
"Napa, CA",msa,0.4186046512,0.923255814,0.2651162791,0.3372093023,0.5860465116,0.9046511628,0.5046511628,140530,1,34900,0.6
"Naples-Marco Island, FL",msa,0.8372093023,0.8744186047,0.03953488372,0.9674418605,0.5511627907,0.288372093,0.4906976744,363922,1,34940,0.6581395349
"Nashville-Davidson--Murfreesboro--Franklin, TN",msa,0.4348837209,0.588372093,0.2139534884,0.711627907,0.7069767442,0.6930232558,0.7744186047,1839460,13,34980,0.6953488372
NEBRASKA (excluding all MSAs),nonMSA,0.1255813953,0.223255814,0.2325581395,0.6,0.0511627907,0.5674418605,0.04186046512,675637,81,NA,0.06744186047
NEVADA (excluding all MSAs),nonMSA,0.6023255814,0.6395348837,0.3790697674,0.6720930233,0.4465116279,0.1209302326,0.01627906977,272381,13,NA,0.2976744186
"New Bern, NC",msa,0.8604651163,0.7441860465,0.8372093023,0.7697674419,0.823255814,0.5953488372,0.2720930233,125519,3,35100,0.911627907
NEW HAMPSHIRE (excluding all MSAs),nonMSA,0.1,0.05581395349,0.1093023256,0.5813953488,0.002325581395,0.4627906977,0.2139534884,499169,7,NA,0.03255813953
"New Haven-Milford, CT",msa,0.4511627907,0.8255813953,0.4325581395,0.3697674419,0.0488372093,0.06046511628,0.9790697674,859339,1,35300,0.3790697674
NEW MEXICO (excluding all MSAs),nonMSA,0.8046511628,0.8790697674,0.9093023256,0.3976744186,0.4558139535,0.05348837209,0.01395348837,690712,26,NA,0.4627906977
"New Orleans-Metairie, LA",msa,0.8302325581,0.7790697674,0.511627907,0.8860465116,0.3418604651,0.08837209302,0.8697674419,1263635,8,35380,0.7697674419
NEW YORK (excluding all MSAs),nonMSA,0.3534883721,0.1441860465,0.688372093,0.688372093,0.7511627907,0.6186046512,0.1604651163,1379665,24,NA,0.4441860465
"New York-Newark-Jersey City, NY-NJ-PA",msa,0.6279069767,0.8953488372,0.3488372093,0.388372093,0.6953488372,0.1139534884,0.9976744186,19318471,23,35620,0.6720930233
"Niles, MI",msa,0.6325581395,0.4627906977,0.6744186047,0.8511627907,0.3720930233,0.7279069767,0.6697674419,154807,1,35660,0.7837209302
NORTH CAROLINA (excluding all MSAs),nonMSA,0.8627906977,0.5325581395,0.6930232558,0.8906976744,0.923255814,0.6674418605,0.2465116279,1980486,50,NA,0.8976744186
NORTH DAKOTA (excluding all MSAs),nonMSA,0.1302325581,0.0976744186,0.3418604651,0.6302325581,0.188372093,0.1604651163,0.01162790698,381481,48,NA,0.03488372093
"North Port-Sarasota-Bradenton, FL",msa,0.5348837209,0.6441860465,0.04651162791,0.9651162791,0.288372093,0.6813953488,0.9046511628,785997,2,35840,0.6674418605
"Norwich-New London, CT",msa,0.1976744186,0.6604651163,0.2418604651,0.4488372093,0.06046511628,0.04186046512,0.8093023256,268881,1,35980,0.1860465116
"Ocala, FL",msa,0.8581395349,0.5697674419,0.4139534884,0.9906976744,0.5093023256,0.8674418605,0.5720930233,348371,1,36100,0.8930232558
"Ocean City, NJ",msa,0.4837209302,0.3302325581,0.04186046512,0.9162790698,0.123255814,0.711627907,0.7697674419,93705,1,36140,0.4325581395
"Odessa, TX",msa,0.9906976744,0.9581395349,0.8674418605,0.3720930233,0.7534883721,0.5813953488,0.4860465116,158342,1,36220,0.9372093023
"Ogden-Clearfield, UT",msa,0.03255813953,0.4,0.07209302326,0.002325581395,0.6534883721,0.5069767442,0.6813953488,652744,4,36260,0.1604651163
OHIO (excluding all MSAs),nonMSA,0.323255814,0.03953488372,0.5139534884,0.7581395349,0.4581395349,0.8651162791,0.2837209302,2319778,49,NA,0.4046511628
OKLAHOMA (excluding all MSAs),nonMSA,0.7744186047,0.4488372093,0.8651162791,0.8441860465,0.4302325581,0.6372093023,0.08139534884,1331106,59,NA,0.6813953488
"Oklahoma City, OK",msa,0.6372093023,0.7186046512,0.5953488372,0.5418604651,0.2813953488,0.5604651163,0.7302325581,1369759,7,36420,0.6674418605
"Olympia-Lacey-Tumwater, WA",msa,0.2209302326,0.5418604651,0.1325581395,0.1627906977,0.3906976744,0.06976744186,0.7837209302,274684,1,36500,0.1558139535
"Omaha-Council Bluffs, NE-IA",msa,0.2,0.5627906977,0.3720930233,0.2395348837,0.08139534884,0.6418604651,0.7488372093,922891,8,36540,0.2906976744
OREGON (excluding all MSAs),nonMSA,0.5930232558,0.3395348837,0.7581395349,0.6976744186,0.2534883721,0.2209302326,0.03720930233,662116,23,NA,0.3046511628
"Orlando-Kissimmee-Sanford, FL",msa,0.723255814,0.876744186,0.3651162791,0.4837209302,0.911627907,0.3186046512,0.9372093023,2450261,4,36740,0.8511627907
"Oshkosh-Neenah, WI",msa,0.03953488372,0.1976744186,0.05581395349,0.1441860465,0.1255813953,0.9465116279,0.7976744186,169926,1,36780,0.1581395349
"Owensboro, KY",msa,0.2279069767,0.1534883721,0.7139534884,0.9720930233,0.1186046512,0.8186046512,0.3930232558,117987,3,36980,0.4395348837
"Oxnard-Thousand Oaks-Ventura, CA",msa,0.711627907,0.9395348837,0.1418604651,0.06511627907,0.8790697674,0.4046511628,0.8325581395,848112,1,37100,0.6209302326
"Palm Bay-Melbourne-Titusville, FL",msa,0.5302325581,0.5488372093,0.02790697674,0.9465116279,0.5372093023,0.9651162791,0.9,576808,1,37340,0.8023255814
"Panama City, FL",msa,0.7,0.4976744186,0.7069767442,0.7627906977,0.8093023256,0.7069767442,0.611627907,182482,1,37460,0.8953488372
"Parkersburg-Vienna, WV",msa,0.3465116279,0,0.5627906977,0.976744186,0,0.1418604651,0.476744186,91353,2,37620,0.1976744186
PENNSYLVANIA (excluding all MSAs),nonMSA,0.2720930233,0.03255813953,0.5302325581,0.6790697674,0.3860465116,0.576744186,0.1930232558,1469899,30,NA,0.2488372093
"Pensacola-Ferry Pass-Brent, FL",msa,0.4302325581,0.4511627907,0.223255814,0.5581395349,0.8139534884,0.6488372093,0.7186046512,481964,2,37860,0.5627906977
"Peoria, IL",msa,0.2674418605,0.1627906977,0.2860465116,0.488372093,0.6302325581,0.2697674419,0.388372093,409844,6,37900,0.1906976744
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",msa,0.3930232558,0.7558139535,0.3534883721,0.4093023256,0.4511627907,0.2790697674,0.9813953488,6069448,11,37980,0.5
"Phoenix-Mesa-Chandler, AZ",msa,0.7604651163,0.888372093,0.588372093,0.176744186,0.8511627907,0.6604651163,0.7627906977,4673634,2,38060,0.8744186047
"Pine Bluff, AR",msa,0.6511627907,0.411627907,0.9837209302,0.9209302326,0.411627907,0.3813953488,0.1395348837,92345,3,38220,0.5837209302
"Pittsburgh, PA",msa,0.0976744186,0.1302325581,0.1558139535,0.5488372093,0.2325581395,0.3325581395,0.8627906977,2339941,7,38300,0.1651162791
"Pittsfield, MA",msa,0.188372093,0.2906976744,0.3930232558,0.5651162791,0.06744186047,0.7558139535,0.3651162791,127328,1,38340,0.2186046512
"Pocatello, ID",msa,0.376744186,0.2302325581,0.6441860465,0.02558139535,0.2302325581,0.1813953488,0.1534883721,92778,2,38540,0.06744186047
"Port St. Lucie, FL",msa,0.7325581395,0.8069767442,0.1255813953,0.9441860465,0.6744186047,0.6581395349,0.8186046512,463172,2,38940,0.8906976744
"Portland-South Portland, ME",msa,0.05813953488,0.123255814,0.03720930233,0.6837209302,0.04186046512,0.3441860465,0.6511627907,529323,3,38860,0.08139534884
"Portland-Vancouver-Hillsboro, OR-WA",msa,0.2581395349,0.723255814,0.2162790698,0.1744186047,0.4604651163,0.2,0.8674418605,2417931,7,38900,0.3046511628
"Poughkeepsie-Newburgh-Middletown, NY",msa,0.211627907,0.776744186,0.6418604651,0.4441860465,0.7953488372,0.2674418605,0.8046511628,672121,2,39100,0.6023255814
"Prescott Valley-Prescott, AZ",msa,0.6255813953,0.4744186047,0.1581395349,0.8162790698,0.4279069767,0.7534883721,0.0488372093,224645,1,39150,0.4162790698
"Providence-Warwick, RI-MA",msa,0.4813953488,0.6418604651,0.3976744186,0.4604651163,0.1023255814,0.2581395349,0.9558139535,1615516,6,39300,0.411627907
"Provo-Orem, UT",msa,0.01162790698,0.488372093,0.1046511628,0,0.7023255814,0.1162790698,0.6395348837,601388,2,39340,0.1139534884
"Pueblo, CO",msa,0.588372093,0.6697674419,0.9255813953,0.1651162791,0.1627906977,0.9395348837,0.1674418605,164685,1,39380,0.4976744186
"Punta Gorda, FL",msa,0.6558139535,0.4418604651,0.07441860465,0.9953488372,0.2162790698,0.8720930233,0.6488372093,176954,1,39460,0.588372093
"Racine, WI",msa,0.1697674419,0.5976744186,0.4348837209,0.3604651163,0.2139534884,0.988372093,0.9093023256,195398,1,39540,0.5139534884
